CustomerID,primera_compra,ultima_compra,total_compras,total_gasto,variedad,gasto_medio,antiguedad,meses_activos,frecuencia,dias_ultima_compra,productos_repetidos,riesgo_abandono_val,comprador_ocasional_val,explorador_val,toda_vida_val,producto_unico_val
12347,2010-12-07 14:57:00,2011-12-07 15:52:00,7,4310.0,103,615.7142857142857,365,12,0.5833333333333334,1,43.0,42.474888137056496,16.666666666666664,16.666666666666664,66.0603080957063,16.666666666666664
12348,2010-12-16 19:09:00,2011-09-25 13:13:00,5,3366.27,194,673.254,282,9,0.5555555555555556,74,8.0,58.8069005508843,16.666666666666664,16.666666666666664,62.709075114096585,16.666666666666664
12349,2011-11-21 09:51:00,2011-11-21 09:51:00,1,1757.55,73,1757.55,0,0,1.0,18,0.0,39.58333333333334,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
12350,2011-02-02 16:01:00,2011-02-02 16:01:00,1,334.4,17,334.4,0,0,1.0,309,0.0,49.99999999999999,17.57281702838797,42.55452393180912,16.666666666666664,45.73929348448409
12352,2011-02-16 12:33:00,2011-11-03 14:37:00,9,4240.56,206,471.1733333333334,260,9,1.0,35,27.0,50.0,16.666666666666664,16.666666666666664,83.33333333333336,16.666666666666664
12353,2011-05-19 17:47:00,2011-05-19 17:47:00,1,89.0,4,89.0,0,0,1.0,203,0.0,49.99999999999999,44.04761904761905,33.13583808420478,16.666666666666664,16.666666666666664
12354,2011-04-21 13:11:00,2011-04-21 13:11:00,1,1079.4,58,1079.4,0,0,1.0,231,0.0,49.99999999999999,16.666666666666664,38.1481481481482,16.666666666666664,16.666666666666664
12355,2011-05-09 13:49:00,2011-05-09 13:49:00,1,459.4,13,459.4,0,0,1.0,213,0.0,49.99999999999999,16.666666666666664,41.637525114184584,16.666666666666664,47.51415924337407
12356,2011-01-18 09:50:00,2011-11-17 08:40:00,3,2811.43,53,937.1433333333333,302,10,0.3,22,4.0,56.8811881188118,16.666666666666664,38.1481481481482,44.954954954955,18.85012919896641
12357,2011-11-06 16:07:00,2011-11-06 16:07:00,1,6207.67,131,6207.67,0,0,1.0,32,0.0,43.564814814814845,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
12358,2011-07-12 10:04:00,2011-12-08 10:26:00,2,1168.06,13,584.03,149,5,0.4,1,6.0,44.950022662696185,16.666666666666664,36.44557696872361,51.66795884031369,54.986220185757645
12359,2011-01-12 12:43:00,2011-10-13 12:47:00,4,6372.58,214,1593.145,274,9,0.4444444444444444,57,29.0,59.609300854160075,16.666666666666664,16.666666666666664,58.54542840122427,16.666666666666664
12360,2011-05-23 09:43:00,2011-10-18 15:22:00,3,2662.06,105,887.3533333333334,148,5,0.6,51,17.0,58.60881542699721,16.666666666666664,16.666666666666664,67.24067243758626,16.666666666666664
12361,2011-02-25 13:51:00,2011-02-25 13:51:00,1,189.9,10,189.9,0,0,1.0,286,0.0,49.99999999999999,33.381615243655546,40.46014027883858,16.666666666666664,16.666666666666664
12362,2011-02-17 10:30:00,2011-12-06 15:40:00,16,8146.0,336,509.125,292,10,1.6,2,99.0,16.666666666666664,16.666666666666664,16.666666666666664,83.33333333333336,16.666666666666664
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,552.0,23,276.0,132,4,0.5,109,0.0,59.14634146341459,45.09941344340509,46.34876020181858,58.307745477263374,39.91563768481408
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1313.1,70,328.275,104,4,1.0,7,13.0,41.78539724811363,17.83040662724858,39.70541186261534,59.84942990610615,16.666666666666664
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,641.38,22,320.69,0,0,2.0,290,0.0,49.999999999999986,16.666666666666664,43.099325591317175,16.666666666666664,42.72336769759443
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,168.9,11,168.9,0,0,1.0,3,0.0,39.58333333333334,38.472590930820125,39.992845803913745,16.666666666666664,16.666666666666664
12370,2010-12-14 12:58:00,2011-10-19 14:51:00,4,3545.69,143,886.4225,309,10,0.4,50,18.0,60.091496232508014,16.666666666666664,16.666666666666664,56.81635002878524,16.666666666666664
12371,2011-10-11 10:43:00,2011-10-26 10:16:00,2,1887.96,63,943.98,14,0,2.0,44,0.0,49.04761904761907,16.666666666666664,16.666666666666664,45.4272217301447,16.666666666666664
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1298.04,34,432.68,224,7,0.42857142857142855,71,13.0,59.76874003189786,16.666666666666664,40.23125996810208,57.33056530157976,30.907942978745293
12373,2011-02-01 13:10:00,2011-02-01 13:10:00,1,364.6,14,364.6,0,0,1.0,310,0.0,49.99999999999999,16.73698170612786,41.687640014257425,16.666666666666664,47.118286728806055
12374,2011-11-14 15:37:00,2011-11-14 15:37:00,1,742.9300000000001,33,742.9300000000001,0,0,1.0,24,0.0,40.09840976168452,16.666666666666664,40.57156186605358,16.666666666666664,31.299739459971565
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5,14,228.75,87,2,1.0,10,3.0,44.04761904761905,19.444444444444443,39.50959263015544,55.880998197867925,47.28017457309639
12377,2010-12-20 09:37:00,2011-01-28 15:45:00,2,1628.12,72,814.06,39,1,2.0,314,5.0,49.999999999999986,16.666666666666664,16.666666666666664,50.30593077984036,16.666666666666664
12378,2011-08-02 10:34:00,2011-08-02 10:34:00,1,4008.62,219,4008.62,0,0,1.0,129,0.0,49.99999999999999,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
12379,2011-06-22 16:32:00,2011-09-19 10:09:00,2,852.24,39,426.12,88,3,0.6666666666666666,81,1.0,58.49432096970578,16.666666666666664,41.47727272727272,55.50786029457722,19.475789427739336
12380,2011-06-07 09:49:00,2011-11-18 11:35:00,5,4220.85,87,844.1700000000001,164,5,1.0,21,21.0,44.085528653367845,16.666666666666664,16.666666666666664,83.33333333333336,16.666666666666664
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.31,70,369.062,115,4,1.25,4,12.0,24.144232309551896,16.69022468947836,20.804874288295384,63.29589632829377,16.666666666666664
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,6,3148.96,85,524.8266666666667,167,6,1.0,184,11.0,54.62962962962962,16.666666666666664,16.666666666666664,82.12669683257916,16.666666666666664
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.27,26,292.635,92,3,0.6666666666666666,28,1.0,51.578461402851566,33.80880503052861,45.30692556807712,56.32516060903028,43.447885418504704
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,401.9,10,200.95,29,1,2.0,337,0.0,49.999999999999986,16.666666666666664,42.62765064953451,50.02766617043645,16.666666666666664
